file,bytes,MB,MiB,time,tp,filter,dir_mem,iter,blocksize,size,operation,options,read_time,write_time,read_tp,write_tp,prefix,n,ppn,config,timesteps,sync_t
passthrough_fh-fuse-1-1000-30000-read.txt,30720000,31,29,0.0167565,1843.2,passthrough_fh,fuse,1,1000,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-1-1000-30000-write.txt,30720000,31,29,0.0190275,1638.4,passthrough_fh,fuse,1,1000,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-1-100-30000-read.txt,30720000,31,29,0.0176756,1740.8,passthrough_fh,fuse,1,100,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-1-100-30000-write.txt,30720000,31,29,0.0223228,1433.6,passthrough_fh,fuse,1,100,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-1-128-30000-read.txt,30670848,31,29,0.016924,1843.2,passthrough_fh,fuse,1,128,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-1-128-30000-write.txt,30670848,31,29,0.0212136,1433.6,passthrough_fh,fuse,1,128,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-1-16-30000-read.txt,30720000,31,29,0.0260611,1228.8,passthrough_fh,fuse,1,16,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-1-16-30000-write.txt,30720000,31,29,0.0550098,558,passthrough_fh,fuse,1,16,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-1-4-30000-read.txt,30720000,31,29,0.0795801,386,passthrough_fh,fuse,1,4,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-1-4-30000-write.txt,30720000,31,29,0.177286,173,passthrough_fh,fuse,1,4,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-2-1000-30000-read.txt,30720000,31,29,0.0164139,1945.6,passthrough_fh,fuse,2,1000,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-2-1000-30000-write.txt,30720000,31,29,0.0216816,1433.6,passthrough_fh,fuse,2,1000,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-2-100-30000-read.txt,30720000,31,29,0.0213153,1433.6,passthrough_fh,fuse,2,100,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-2-100-30000-write.txt,30720000,31,29,0.0220769,1433.6,passthrough_fh,fuse,2,100,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-2-128-30000-read.txt,30670848,31,29,0.0174262,1843.2,passthrough_fh,fuse,2,128,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-2-128-30000-write.txt,30670848,31,29,0.02199,1433.6,passthrough_fh,fuse,2,128,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-2-16-30000-read.txt,30720000,31,29,0.0305765,1024.0,passthrough_fh,fuse,2,16,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-2-16-30000-write.txt,30720000,31,29,0.0586341,524,passthrough_fh,fuse,2,16,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-2-4-30000-read.txt,30720000,31,29,0.101507,303,passthrough_fh,fuse,2,4,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-2-4-30000-write.txt,30720000,31,29,0.182432,168,passthrough_fh,fuse,2,4,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-3-1000-30000-read.txt,30720000,31,29,0.0224075,1433.6,passthrough_fh,fuse,3,1000,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-3-1000-30000-write.txt,30720000,31,29,0.0313238,981,passthrough_fh,fuse,3,1000,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-3-100-30000-read.txt,30720000,31,29,0.0236565,1331.2,passthrough_fh,fuse,3,100,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-3-100-30000-write.txt,30720000,31,29,0.0313645,979,passthrough_fh,fuse,3,100,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-3-128-30000-read.txt,30670848,31,29,0.021439,1433.6,passthrough_fh,fuse,3,128,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-3-128-30000-write.txt,30670848,31,29,0.0352378,870,passthrough_fh,fuse,3,128,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-3-16-30000-read.txt,30720000,31,29,0.036859,833,passthrough_fh,fuse,3,16,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-3-16-30000-write.txt,30720000,31,29,0.052248,588,passthrough_fh,fuse,3,16,30000,write,dd,,,,,,,,,,
passthrough_fh-fuse-3-4-30000-read.txt,30720000,31,29,0.0888575,346,passthrough_fh,fuse,3,4,30000,read,dd,,,,,,,,,,
passthrough_fh-fuse-3-4-30000-write.txt,30720000,31,29,0.164139,187,passthrough_fh,fuse,3,4,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-1-1000-30000-read.txt,30720000,31,29,0.00560666,5632.0,passthrough_fh,tmpfs,1,1000,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-1-1000-30000-write.txt,30720000,31,29,0.0103002,3072.0,passthrough_fh,tmpfs,1,1000,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-1-100-30000-read.txt,30720000,31,29,0.00529058,5939.2,passthrough_fh,tmpfs,1,100,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-1-100-30000-write.txt,30720000,31,29,0.0105911,2969.6,passthrough_fh,tmpfs,1,100,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-1-128-30000-read.txt,30670848,31,29,0.00541663,5836.8,passthrough_fh,tmpfs,1,128,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-1-128-30000-write.txt,30670848,31,29,0.0132114,2355.2,passthrough_fh,tmpfs,1,128,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-1-16-30000-read.txt,30720000,31,29,0.00683998,4608.0,passthrough_fh,tmpfs,1,16,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-1-16-30000-write.txt,30720000,31,29,0.0126938,2457.6,passthrough_fh,tmpfs,1,16,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-1-4-30000-read.txt,30720000,31,29,0.0161974,1945.6,passthrough_fh,tmpfs,1,4,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-1-4-30000-write.txt,30720000,31,29,0.0196202,1638.4,passthrough_fh,tmpfs,1,4,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-2-1000-30000-read.txt,30720000,31,29,0.00549836,5734.4,passthrough_fh,tmpfs,2,1000,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-2-1000-30000-write.txt,30720000,31,29,0.00816957,3891.2,passthrough_fh,tmpfs,2,1000,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-2-100-30000-read.txt,30720000,31,29,0.00545077,5734.4,passthrough_fh,tmpfs,2,100,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-2-100-30000-write.txt,30720000,31,29,0.00756446,4198.4,passthrough_fh,tmpfs,2,100,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-2-128-30000-read.txt,30670848,31,29,0.0053041,5939.2,passthrough_fh,tmpfs,2,128,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-2-128-30000-write.txt,30670848,31,29,0.00813102,3891.2,passthrough_fh,tmpfs,2,128,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-2-16-30000-read.txt,30720000,31,29,0.00659359,4812.8,passthrough_fh,tmpfs,2,16,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-2-16-30000-write.txt,30720000,31,29,0.00877391,3584.0,passthrough_fh,tmpfs,2,16,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-2-4-30000-read.txt,30720000,31,29,0.0116682,2662.4,passthrough_fh,tmpfs,2,4,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-2-4-30000-write.txt,30720000,31,29,0.0141402,2252.8,passthrough_fh,tmpfs,2,4,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-3-1000-30000-read.txt,30720000,31,29,0.00531725,5939.2,passthrough_fh,tmpfs,3,1000,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-3-1000-30000-write.txt,30720000,31,29,0.00770439,4096.0,passthrough_fh,tmpfs,3,1000,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-3-100-30000-read.txt,30720000,31,29,0.00519836,6041.6,passthrough_fh,tmpfs,3,100,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-3-100-30000-write.txt,30720000,31,29,0.0075491,4198.4,passthrough_fh,tmpfs,3,100,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-3-128-30000-read.txt,30670848,31,29,0.00525776,5939.2,passthrough_fh,tmpfs,3,128,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-3-128-30000-write.txt,30670848,31,29,0.00758475,4096.0,passthrough_fh,tmpfs,3,128,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-3-16-30000-read.txt,30720000,31,29,0.00674654,4710.4,passthrough_fh,tmpfs,3,16,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-3-16-30000-write.txt,30720000,31,29,0.00955545,3276.8,passthrough_fh,tmpfs,3,16,30000,write,dd,,,,,,,,,,
passthrough_fh-tmpfs-3-4-30000-read.txt,30720000,31,29,0.0120079,2662.4,passthrough_fh,tmpfs,3,4,30000,read,dd,,,,,,,,,,
passthrough_fh-tmpfs-3-4-30000-write.txt,30720000,31,29,0.0147561,2150.4,passthrough_fh,tmpfs,3,4,30000,write,dd,,,,,,,,,,
passthrough-fuse-1-1000-30000-read.txt,30720000,31,29,0.0106136,2969.6,passthrough,fuse,1,1000,30000,read,dd,,,,,,,,,,
passthrough-fuse-1-1000-30000-write.txt,30720000,31,29,0.02008,1536.0,passthrough,fuse,1,1000,30000,write,dd,,,,,,,,,,
passthrough-fuse-1-100-30000-read.txt,30720000,31,29,0.0101319,3072.0,passthrough,fuse,1,100,30000,read,dd,,,,,,,,,,
passthrough-fuse-1-100-30000-write.txt,30720000,31,29,0.0264355,1228.8,passthrough,fuse,1,100,30000,write,dd,,,,,,,,,,
passthrough-fuse-1-128-30000-read.txt,30670848,31,29,0.0103238,3072.0,passthrough,fuse,1,128,30000,read,dd,,,,,,,,,,
passthrough-fuse-1-128-30000-write.txt,30670848,31,29,0.0247912,1228.8,passthrough,fuse,1,128,30000,write,dd,,,,,,,,,,
passthrough-fuse-1-16-30000-read.txt,30720000,31,29,0.0237889,1331.2,passthrough,fuse,1,16,30000,read,dd,,,,,,,,,,
passthrough-fuse-1-16-30000-write.txt,30720000,31,29,0.0536787,572,passthrough,fuse,1,16,30000,write,dd,,,,,,,,,,
passthrough-fuse-1-4-30000-read.txt,30720000,31,29,0.0817916,376,passthrough,fuse,1,4,30000,read,dd,,,,,,,,,,
passthrough-fuse-1-4-30000-write.txt,30720000,31,29,0.155097,198,passthrough,fuse,1,4,30000,write,dd,,,,,,,,,,
passthrough-fuse-2-1000-30000-read.txt,30720000,31,29,0.0102854,3072.0,passthrough,fuse,2,1000,30000,read,dd,,,,,,,,,,
passthrough-fuse-2-1000-30000-write.txt,30720000,31,29,0.020773,1536.0,passthrough,fuse,2,1000,30000,write,dd,,,,,,,,,,
passthrough-fuse-2-100-30000-read.txt,30720000,31,29,0.0117072,2662.4,passthrough,fuse,2,100,30000,read,dd,,,,,,,,,,
passthrough-fuse-2-100-30000-write.txt,30720000,31,29,0.027905,1126.4,passthrough,fuse,2,100,30000,write,dd,,,,,,,,,,
passthrough-fuse-2-128-30000-read.txt,30670848,31,29,0.0101393,3072.0,passthrough,fuse,2,128,30000,read,dd,,,,,,,,,,
passthrough-fuse-2-128-30000-write.txt,30670848,31,29,0.0247136,1228.8,passthrough,fuse,2,128,30000,write,dd,,,,,,,,,,
passthrough-fuse-2-16-30000-read.txt,30720000,31,29,0.0271399,1126.4,passthrough,fuse,2,16,30000,read,dd,,,,,,,,,,
passthrough-fuse-2-16-30000-write.txt,30720000,31,29,0.0518041,593,passthrough,fuse,2,16,30000,write,dd,,,,,,,,,,
passthrough-fuse-2-4-30000-read.txt,30720000,31,29,0.0802697,383,passthrough,fuse,2,4,30000,read,dd,,,,,,,,,,
passthrough-fuse-2-4-30000-write.txt,30720000,31,29,0.145438,211,passthrough,fuse,2,4,30000,write,dd,,,,,,,,,,
passthrough-fuse-3-1000-30000-read.txt,30720000,31,29,0.0103429,3072.0,passthrough,fuse,3,1000,30000,read,dd,,,,,,,,,,
passthrough-fuse-3-1000-30000-write.txt,30720000,31,29,0.0265545,1228.8,passthrough,fuse,3,1000,30000,write,dd,,,,,,,,,,
passthrough-fuse-3-100-30000-read.txt,30720000,31,29,0.0110443,2867.2,passthrough,fuse,3,100,30000,read,dd,,,,,,,,,,
passthrough-fuse-3-100-30000-write.txt,30720000,31,29,0.0265915,1228.8,passthrough,fuse,3,100,30000,write,dd,,,,,,,,,,
passthrough-fuse-3-128-30000-read.txt,30670848,31,29,0.0101796,3072.0,passthrough,fuse,3,128,30000,read,dd,,,,,,,,,,
passthrough-fuse-3-128-30000-write.txt,30670848,31,29,0.0251065,1228.8,passthrough,fuse,3,128,30000,write,dd,,,,,,,,,,
passthrough-fuse-3-16-30000-read.txt,30720000,31,29,0.0242598,1331.2,passthrough,fuse,3,16,30000,read,dd,,,,,,,,,,
passthrough-fuse-3-16-30000-write.txt,30720000,31,29,0.0497843,617,passthrough,fuse,3,16,30000,write,dd,,,,,,,,,,
passthrough-fuse-3-4-30000-read.txt,30720000,31,29,0.0749358,410,passthrough,fuse,3,4,30000,read,dd,,,,,,,,,,
passthrough-fuse-3-4-30000-write.txt,30720000,31,29,0.161846,190,passthrough,fuse,3,4,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-1-1000-30000-read.txt,30720000,31,29,0.0234205,1331.2,passthrough_ll,fuse,1,1000,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-1-1000-30000-write.txt,30720000,31,29,0.0253434,1228.8,passthrough_ll,fuse,1,1000,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-1-100-30000-read.txt,30720000,31,29,0.0168002,1843.2,passthrough_ll,fuse,1,100,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-1-100-30000-write.txt,30720000,31,29,0.0212489,1433.6,passthrough_ll,fuse,1,100,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-1-128-30000-read.txt,30670848,31,29,0.0177182,1740.8,passthrough_ll,fuse,1,128,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-1-128-30000-write.txt,30670848,31,29,0.0199178,1536.0,passthrough_ll,fuse,1,128,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-1-16-30000-read.txt,30720000,31,29,0.0172773,1843.2,passthrough_ll,fuse,1,16,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-1-16-30000-write.txt,30720000,31,29,0.0336812,912,passthrough_ll,fuse,1,16,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-1-4-30000-read.txt,30720000,31,29,0.0267884,1126.4,passthrough_ll,fuse,1,4,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-1-4-30000-write.txt,30720000,31,29,0.101179,304,passthrough_ll,fuse,1,4,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-2-1000-30000-read.txt,30720000,31,29,0.0160525,1945.6,passthrough_ll,fuse,2,1000,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-2-1000-30000-write.txt,30720000,31,29,0.0205434,1536.0,passthrough_ll,fuse,2,1000,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-2-100-30000-read.txt,30720000,31,29,0.0173633,1843.2,passthrough_ll,fuse,2,100,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-2-100-30000-write.txt,30720000,31,29,0.020097,1536.0,passthrough_ll,fuse,2,100,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-2-128-30000-read.txt,30670848,31,29,0.0169214,1843.2,passthrough_ll,fuse,2,128,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-2-128-30000-write.txt,30670848,31,29,0.0201186,1536.0,passthrough_ll,fuse,2,128,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-2-16-30000-read.txt,30720000,31,29,0.0187315,1638.4,passthrough_ll,fuse,2,16,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-2-16-30000-write.txt,30720000,31,29,0.0348078,883,passthrough_ll,fuse,2,16,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-2-4-30000-read.txt,30720000,31,29,0.0214611,1433.6,passthrough_ll,fuse,2,4,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-2-4-30000-write.txt,30720000,31,29,0.112388,273,passthrough_ll,fuse,2,4,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-3-1000-30000-read.txt,30720000,31,29,0.0160078,1945.6,passthrough_ll,fuse,3,1000,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-3-1000-30000-write.txt,30720000,31,29,0.0195166,1638.4,passthrough_ll,fuse,3,1000,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-3-100-30000-read.txt,30720000,31,29,0.0167468,1843.2,passthrough_ll,fuse,3,100,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-3-100-30000-write.txt,30720000,31,29,0.0227377,1433.6,passthrough_ll,fuse,3,100,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-3-128-30000-read.txt,30670848,31,29,0.0192664,1638.4,passthrough_ll,fuse,3,128,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-3-128-30000-write.txt,30670848,31,29,0.022512,1433.6,passthrough_ll,fuse,3,128,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-3-16-30000-read.txt,30720000,31,29,0.0242921,1331.2,passthrough_ll,fuse,3,16,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-3-16-30000-write.txt,30720000,31,29,0.0447222,687,passthrough_ll,fuse,3,16,30000,write,dd,,,,,,,,,,
passthrough_ll-fuse-3-4-30000-read.txt,30720000,31,29,0.0200932,1536.0,passthrough_ll,fuse,3,4,30000,read,dd,,,,,,,,,,
passthrough_ll-fuse-3-4-30000-write.txt,30720000,31,29,0.0956083,321,passthrough_ll,fuse,3,4,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-1-1000-30000-read.txt,30720000,31,29,0.00570162,5529.6,passthrough_ll,tmpfs,1,1000,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-1-1000-30000-write.txt,30720000,31,29,0.0106175,2969.6,passthrough_ll,tmpfs,1,1000,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-1-100-30000-read.txt,30720000,31,29,0.00515543,6144.0,passthrough_ll,tmpfs,1,100,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-1-100-30000-write.txt,30720000,31,29,0.00817171,3891.2,passthrough_ll,tmpfs,1,100,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-1-128-30000-read.txt,30670848,31,29,0.00615846,5120.0,passthrough_ll,tmpfs,1,128,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-1-128-30000-write.txt,30670848,31,29,0.00720435,4403.2,passthrough_ll,tmpfs,1,128,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-1-16-30000-read.txt,30720000,31,29,0.00702666,4505.6,passthrough_ll,tmpfs,1,16,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-1-16-30000-write.txt,30720000,31,29,0.00944549,3379.2,passthrough_ll,tmpfs,1,16,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-1-4-30000-read.txt,30720000,31,29,0.0134225,2355.2,passthrough_ll,tmpfs,1,4,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-1-4-30000-write.txt,30720000,31,29,0.0167057,1843.2,passthrough_ll,tmpfs,1,4,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-2-1000-30000-read.txt,30720000,31,29,0.00488752,6451.2,passthrough_ll,tmpfs,2,1000,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-2-1000-30000-write.txt,30720000,31,29,0.00744452,4198.4,passthrough_ll,tmpfs,2,1000,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-2-100-30000-read.txt,30720000,31,29,0.0047977,6553.6,passthrough_ll,tmpfs,2,100,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-2-100-30000-write.txt,30720000,31,29,0.0071758,4403.2,passthrough_ll,tmpfs,2,100,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-2-128-30000-read.txt,30670848,31,29,0.00485176,6451.2,passthrough_ll,tmpfs,2,128,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-2-128-30000-write.txt,30670848,31,29,0.00698616,4505.6,passthrough_ll,tmpfs,2,128,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-2-16-30000-read.txt,30720000,31,29,0.00600467,5222.4,passthrough_ll,tmpfs,2,16,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-2-16-30000-write.txt,30720000,31,29,0.00868198,3584.0,passthrough_ll,tmpfs,2,16,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-2-4-30000-read.txt,30720000,31,29,0.0127664,2457.6,passthrough_ll,tmpfs,2,4,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-2-4-30000-write.txt,30720000,31,29,0.0172213,1843.2,passthrough_ll,tmpfs,2,4,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-3-1000-30000-read.txt,30720000,31,29,0.00543776,5734.4,passthrough_ll,tmpfs,3,1000,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-3-1000-30000-write.txt,30720000,31,29,0.00745479,4198.4,passthrough_ll,tmpfs,3,1000,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-3-100-30000-read.txt,30720000,31,29,0.00487339,6451.2,passthrough_ll,tmpfs,3,100,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-3-100-30000-write.txt,30720000,31,29,0.00709755,4403.2,passthrough_ll,tmpfs,3,100,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-3-128-30000-read.txt,30670848,31,29,0.00495998,6348.8,passthrough_ll,tmpfs,3,128,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-3-128-30000-write.txt,30670848,31,29,0.00707232,4403.2,passthrough_ll,tmpfs,3,128,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-3-16-30000-read.txt,30720000,31,29,0.00649588,4812.8,passthrough_ll,tmpfs,3,16,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-3-16-30000-write.txt,30720000,31,29,0.0085902,3686.4,passthrough_ll,tmpfs,3,16,30000,write,dd,,,,,,,,,,
passthrough_ll-tmpfs-3-4-30000-read.txt,30720000,31,29,0.0112504,2764.8,passthrough_ll,tmpfs,3,4,30000,read,dd,,,,,,,,,,
passthrough_ll-tmpfs-3-4-30000-write.txt,30720000,31,29,0.0152968,2048.0,passthrough_ll,tmpfs,3,4,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-1-1000-30000-read.txt,30720000,31,29,0.00525043,6041.6,passthrough,tmpfs,1,1000,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-1-1000-30000-write.txt,30720000,31,29,0.00784977,3993.6,passthrough,tmpfs,1,1000,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-1-100-30000-read.txt,30720000,31,29,0.00537562,5836.8,passthrough,tmpfs,1,100,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-1-100-30000-write.txt,30720000,31,29,0.00731067,4300.8,passthrough,tmpfs,1,100,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-1-128-30000-read.txt,30670848,31,29,0.00502299,6246.4,passthrough,tmpfs,1,128,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-1-128-30000-write.txt,30670848,31,29,0.00969053,3276.8,passthrough,tmpfs,1,128,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-1-16-30000-read.txt,30720000,31,29,0.00651799,4812.8,passthrough,tmpfs,1,16,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-1-16-30000-write.txt,30720000,31,29,0.00974345,3276.8,passthrough,tmpfs,1,16,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-1-4-30000-read.txt,30720000,31,29,0.0177132,1740.8,passthrough,tmpfs,1,4,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-1-4-30000-write.txt,30720000,31,29,0.024677,1228.8,passthrough,tmpfs,1,4,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-2-1000-30000-read.txt,30720000,31,29,0.00530584,5939.2,passthrough,tmpfs,2,1000,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-2-1000-30000-write.txt,30720000,31,29,0.00783363,3993.6,passthrough,tmpfs,2,1000,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-2-100-30000-read.txt,30720000,31,29,0.0118999,2662.4,passthrough,tmpfs,2,100,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-2-100-30000-write.txt,30720000,31,29,0.00759078,4096.0,passthrough,tmpfs,2,100,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-2-128-30000-read.txt,30670848,31,29,0.00609454,5120.0,passthrough,tmpfs,2,128,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-2-128-30000-write.txt,30670848,31,29,0.00704921,4505.6,passthrough,tmpfs,2,128,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-2-16-30000-read.txt,30720000,31,29,0.00867295,3584.0,passthrough,tmpfs,2,16,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-2-16-30000-write.txt,30720000,31,29,0.010606,2969.6,passthrough,tmpfs,2,16,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-2-4-30000-read.txt,30720000,31,29,0.0117093,2662.4,passthrough,tmpfs,2,4,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-2-4-30000-write.txt,30720000,31,29,0.0143508,2150.4,passthrough,tmpfs,2,4,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-3-1000-30000-read.txt,30720000,31,29,0.0051043,6144.0,passthrough,tmpfs,3,1000,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-3-1000-30000-write.txt,30720000,31,29,0.00730652,4300.8,passthrough,tmpfs,3,1000,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-3-100-30000-read.txt,30720000,31,29,0.00500985,6246.4,passthrough,tmpfs,3,100,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-3-100-30000-write.txt,30720000,31,29,0.00765753,4096.0,passthrough,tmpfs,3,100,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-3-128-30000-read.txt,30670848,31,29,0.00463494,6758.4,passthrough,tmpfs,3,128,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-3-128-30000-write.txt,30670848,31,29,0.00688465,4608.0,passthrough,tmpfs,3,128,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-3-16-30000-read.txt,30720000,31,29,0.00629971,5017.6,passthrough,tmpfs,3,16,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-3-16-30000-write.txt,30720000,31,29,0.00892819,3481.6,passthrough,tmpfs,3,16,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-3-4-30000-read.txt,30720000,31,29,0.0116889,2662.4,passthrough,tmpfs,3,4,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-3-4-30000-write.txt,30720000,31,29,0.0195998,1638.4,passthrough,tmpfs,3,4,30000,write,dd,,,,,,,,,,
